Correct !!! 1     th article is classified as Business   ,actually is  Business  
Wrong   !!! 5598  th article is classified as Business   ,actually is  World     
Correct !!! 5599  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5600  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5601  th article is classified as Business   ,actually is  Business  
Correct !!! 5602  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5603  th article is classified as World      ,actually is  Business  
Correct !!! 5604  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5605  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5606  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5607  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5608  th article is classified as World      ,actually is  World     
Correct !!! 5609  th article is classified as World      ,actually is  World     
Correct !!! 5610  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5611  th article is classified as World      ,actually is  World     
Correct !!! 5612  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5613  th article is classified as World      ,actually is  World     
Wrong   !!! 5614  th article is classified as Sports     ,actually is  World     
Correct !!! 5615  th article is classified as World      ,actually is  World     
Correct !!! 5616  th article is classified as World      ,actually is  World     
Correct !!! 5617  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5618  th article is classified as World      ,actually is  World     
Correct !!! 5619  th article is classified as Business   ,actually is  Business  
Correct !!! 5620  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5621  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 5622  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5623  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 5624  th article is classified as Business   ,actually is  Business  
Correct !!! 5625  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5626  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 5627  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5628  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5629  th article is classified as Business   ,actually is  Business  
Correct !!! 5630  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5631  th article is classified as World      ,actually is  World     
Correct !!! 5632  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5633  th article is classified as World      ,actually is  World     
Correct !!! 5634  th article is classified as World      ,actually is  World     
Wrong   !!! 5635  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 5636  th article is classified as Business   ,actually is  Business  
Correct !!! 5637  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5638  th article is classified as World      ,actually is  World     
Correct !!! 5639  th article is classified as Business   ,actually is  Business  
Correct !!! 5640  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5641  th article is classified as Business   ,actually is  Business  
Correct !!! 5642  th article is classified as World      ,actually is  World     
Correct !!! 5643  th article is classified as World      ,actually is  World     
Correct !!! 5644  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5645  th article is classified as World      ,actually is  World     
Correct !!! 5646  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5647  th article is classified as World      ,actually is  World     
Correct !!! 5648  th article is classified as World      ,actually is  World     
Correct !!! 5649  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5650  th article is classified as World      ,actually is  World     
Correct !!! 5651  th article is classified as Business   ,actually is  Business  
Correct !!! 5652  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5653  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5654  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5655  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5656  th article is classified as World      ,actually is  World     
Correct !!! 5657  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5658  th article is classified as Business   ,actually is  Business  
Correct !!! 5659  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5660  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5661  th article is classified as World      ,actually is  World     
Correct !!! 5662  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5663  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5664  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5665  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5666  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5667  th article is classified as World      ,actually is  Business  
Correct !!! 5668  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5669  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5670  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5671  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5672  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5673  th article is classified as World      ,actually is  World     
Correct !!! 5674  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5675  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 5676  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5677  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5678  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5679  th article is classified as Business   ,actually is  Business  
Correct !!! 5680  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5681  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5682  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5683  th article is classified as World      ,actually is  World     
Correct !!! 5684  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5685  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5686  th article is classified as World      ,actually is  World     
Wrong   !!! 5687  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 5688  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5689  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5690  th article is classified as World      ,actually is  World     
Wrong   !!! 5691  th article is classified as Sci/Tech   ,actually is  Business  
Wrong   !!! 5692  th article is classified as Business   ,actually is  Sci/Tech  
Wrong   !!! 5693  th article is classified as Business   ,actually is  Sports    
Correct !!! 5694  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5695  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5696  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5697  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5698  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5699  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5700  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5701  th article is classified as World      ,actually is  World     
Correct !!! 5702  th article is classified as Business   ,actually is  Business  
Correct !!! 5703  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5704  th article is classified as World      ,actually is  World     
Correct !!! 5705  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5706  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5707  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5708  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5709  th article is classified as Business   ,actually is  Business  
Correct !!! 5710  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5711  th article is classified as World      ,actually is  World     
Correct !!! 5712  th article is classified as World      ,actually is  World     
Correct !!! 5713  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5714  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5715  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5716  th article is classified as World      ,actually is  World     
Correct !!! 5717  th article is classified as World      ,actually is  World     
Correct !!! 5718  th article is classified as World      ,actually is  World     
Correct !!! 5719  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5720  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5721  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5722  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5723  th article is classified as World      ,actually is  World     
Correct !!! 5724  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5725  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5726  th article is classified as World      ,actually is  World     
Wrong   !!! 5727  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5728  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5729  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5730  th article is classified as Business   ,actually is  Business  
Correct !!! 5731  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5732  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5733  th article is classified as World      ,actually is  World     
Correct !!! 5734  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5735  th article is classified as Business   ,actually is  Sports    
Correct !!! 5736  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5737  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5738  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5739  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5740  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5741  th article is classified as Business   ,actually is  World     
Correct !!! 5742  th article is classified as Business   ,actually is  Business  
Correct !!! 5743  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5744  th article is classified as World      ,actually is  World     
Correct !!! 5745  th article is classified as World      ,actually is  World     
Correct !!! 5746  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5747  th article is classified as World      ,actually is  World     
Correct !!! 5748  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5749  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5750  th article is classified as Business   ,actually is  Sports    
Correct !!! 5751  th article is classified as Business   ,actually is  Business  
Correct !!! 5752  th article is classified as Business   ,actually is  Business  
Correct !!! 5753  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5754  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5755  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5756  th article is classified as Business   ,actually is  Business  
Correct !!! 5757  th article is classified as Business   ,actually is  Business  
Correct !!! 5758  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5759  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 5760  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5761  th article is classified as Business   ,actually is  Business  
Correct !!! 5762  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5763  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5764  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5765  th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 5766  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5767  th article is classified as Business   ,actually is  Business  
Correct !!! 5768  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5769  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5770  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5771  th article is classified as World      ,actually is  World     
Correct !!! 5772  th article is classified as Business   ,actually is  Business  
Correct !!! 5773  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5774  th article is classified as Business   ,actually is  Business  
Correct !!! 5775  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5776  th article is classified as Business   ,actually is  Business  
Correct !!! 5777  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5778  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 5779  th article is classified as World      ,actually is  World     
Correct !!! 5780  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5781  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5782  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5783  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5784  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5785  th article is classified as World      ,actually is  Sports    
Correct !!! 5786  th article is classified as Business   ,actually is  Business  
Correct !!! 5787  th article is classified as World      ,actually is  World     
Correct !!! 5788  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5789  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5790  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5791  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5792  th article is classified as Business   ,actually is  Business  
Correct !!! 5793  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5794  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5795  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5796  th article is classified as World      ,actually is  World     
Correct !!! 5797  th article is classified as World      ,actually is  World     
Wrong   !!! 5798  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5799  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5800  th article is classified as World      ,actually is  World     
Correct !!! 5801  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5802  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5803  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5804  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5805  th article is classified as Business   ,actually is  Business  
Correct !!! 5806  th article is classified as World      ,actually is  World     
Correct !!! 5807  th article is classified as World      ,actually is  World     
Correct !!! 5808  th article is classified as Business   ,actually is  Business  
Correct !!! 5809  th article is classified as World      ,actually is  World     
Correct !!! 5810  th article is classified as World      ,actually is  World     
Wrong   !!! 5811  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 5812  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5813  th article is classified as World      ,actually is  World     
Correct !!! 5814  th article is classified as Business   ,actually is  Business  
Correct !!! 5815  th article is classified as Business   ,actually is  Business  
Correct !!! 5816  th article is classified as World      ,actually is  World     
Correct !!! 5817  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5818  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5819  th article is classified as World      ,actually is  World     
Correct !!! 5820  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5821  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5822  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5823  th article is classified as World      ,actually is  World     
Correct !!! 5824  th article is classified as World      ,actually is  World     
Correct !!! 5825  th article is classified as World      ,actually is  World     
Correct !!! 5826  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5827  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5828  th article is classified as World      ,actually is  World     
Correct !!! 5829  th article is classified as Business   ,actually is  Business  
Correct !!! 5830  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5831  th article is classified as Business   ,actually is  Business  
Correct !!! 5832  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5833  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5834  th article is classified as World      ,actually is  World     
Correct !!! 5835  th article is classified as Business   ,actually is  Business  
Correct !!! 5836  th article is classified as Business   ,actually is  Business  
Correct !!! 5837  th article is classified as Business   ,actually is  Business  
Correct !!! 5838  th article is classified as Business   ,actually is  Business  
Correct !!! 5839  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5840  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 5841  th article is classified as Business   ,actually is  Business  
Correct !!! 5842  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5843  th article is classified as Business   ,actually is  Business  
Correct !!! 5844  th article is classified as Business   ,actually is  Business  
Correct !!! 5845  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5846  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 5847  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 5848  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 5849  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5850  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5851  th article is classified as Business   ,actually is  Business  
Correct !!! 5852  th article is classified as Business   ,actually is  Business  
Correct !!! 5853  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5854  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5855  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5856  th article is classified as World      ,actually is  World     
Correct !!! 5857  th article is classified as Business   ,actually is  Business  
Correct !!! 5858  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5859  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5860  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5861  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5862  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5863  th article is classified as Business   ,actually is  Business  
Correct !!! 5864  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5865  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5866  th article is classified as Business   ,actually is  Business  
Correct !!! 5867  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5868  th article is classified as Business   ,actually is  Business  
Correct !!! 5869  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5870  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5871  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5872  th article is classified as Business   ,actually is  Business  
Correct !!! 5873  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5874  th article is classified as World      ,actually is  World     
Wrong   !!! 5875  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5876  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5877  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5878  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5879  th article is classified as World      ,actually is  World     
Correct !!! 5880  th article is classified as World      ,actually is  World     
Correct !!! 5881  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5882  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5883  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5884  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5885  th article is classified as Business   ,actually is  World     
Correct !!! 5886  th article is classified as World      ,actually is  World     
Wrong   !!! 5887  th article is classified as Business   ,actually is  World     
Correct !!! 5888  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5889  th article is classified as World      ,actually is  World     
Correct !!! 5890  th article is classified as World      ,actually is  World     
Correct !!! 5891  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5892  th article is classified as World      ,actually is  World     
Correct !!! 5893  th article is classified as World      ,actually is  World     
Correct !!! 5894  th article is classified as Business   ,actually is  Business  
Correct !!! 5895  th article is classified as World      ,actually is  World     
Correct !!! 5896  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5897  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5898  th article is classified as World      ,actually is  World     
Correct !!! 5899  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 5900  th article is classified as Business   ,actually is  Sci/Tech  
Wrong   !!! 5901  th article is classified as World      ,actually is  Business  
Correct !!! 5902  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5903  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 5904  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5905  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5906  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5907  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5908  th article is classified as Business   ,actually is  Business  
Correct !!! 5909  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5910  th article is classified as World      ,actually is  World     
Correct !!! 5911  th article is classified as World      ,actually is  World     
Correct !!! 5912  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5913  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5914  th article is classified as World      ,actually is  World     
Correct !!! 5915  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5916  th article is classified as Business   ,actually is  Business  
Correct !!! 5917  th article is classified as World      ,actually is  World     
Correct !!! 5918  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5919  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5920  th article is classified as Business   ,actually is  Business  
Correct !!! 5921  th article is classified as World      ,actually is  World     
Correct !!! 5922  th article is classified as Business   ,actually is  Business  
Correct !!! 5923  th article is classified as World      ,actually is  World     
Correct !!! 5924  th article is classified as Business   ,actually is  Business  
Correct !!! 5925  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5926  th article is classified as Business   ,actually is  Business  
Correct !!! 5927  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5928  th article is classified as World      ,actually is  World     
Correct !!! 5929  th article is classified as World      ,actually is  World     
Correct !!! 5930  th article is classified as World      ,actually is  World     
Correct !!! 5931  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5932  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5933  th article is classified as Business   ,actually is  Business  
Correct !!! 5934  th article is classified as Business   ,actually is  Business  
Correct !!! 5935  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5936  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5937  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5938  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 5939  th article is classified as World      ,actually is  World     
Correct !!! 5940  th article is classified as World      ,actually is  World     
Correct !!! 5941  th article is classified as Business   ,actually is  Business  
Wrong   !!! 5942  th article is classified as Sports     ,actually is  World     
Correct !!! 5943  th article is classified as Business   ,actually is  Business  
Correct !!! 5944  th article is classified as Business   ,actually is  Business  
Correct !!! 5945  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5946  th article is classified as World      ,actually is  World     
Correct !!! 5947  th article is classified as Business   ,actually is  Business  
Correct !!! 5948  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5949  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5950  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5951  th article is classified as Business   ,actually is  Business  
Correct !!! 5952  th article is classified as World      ,actually is  World     
Correct !!! 5953  th article is classified as Business   ,actually is  Business  
Correct !!! 5954  th article is classified as World      ,actually is  World     
Correct !!! 5955  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5956  th article is classified as Business   ,actually is  Business  
Correct !!! 5957  th article is classified as World      ,actually is  World     
Correct !!! 5958  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5959  th article is classified as World      ,actually is  World     
Correct !!! 5960  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5961  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5962  th article is classified as World      ,actually is  World     
Correct !!! 5963  th article is classified as Business   ,actually is  Business  
Correct !!! 5964  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5965  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5966  th article is classified as World      ,actually is  World     
Correct !!! 5967  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5968  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5969  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5970  th article is classified as Business   ,actually is  Business  
Correct !!! 5971  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5972  th article is classified as Business   ,actually is  Business  
Correct !!! 5973  th article is classified as World      ,actually is  World     
Wrong   !!! 5974  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 5975  th article is classified as World      ,actually is  World     
Correct !!! 5976  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5977  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5978  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5979  th article is classified as Business   ,actually is  Business  
Correct !!! 5980  th article is classified as Business   ,actually is  Business  
Correct !!! 5981  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5982  th article is classified as World      ,actually is  World     
Correct !!! 5983  th article is classified as World      ,actually is  World     
Correct !!! 5984  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5985  th article is classified as World      ,actually is  World     
Correct !!! 5986  th article is classified as World      ,actually is  World     
Correct !!! 5987  th article is classified as Business   ,actually is  Business  
Correct !!! 5988  th article is classified as Business   ,actually is  Business  
Correct !!! 5989  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 5990  th article is classified as World      ,actually is  World     
Correct !!! 5991  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5992  th article is classified as World      ,actually is  World     
Correct !!! 5993  th article is classified as World      ,actually is  World     
Correct !!! 5994  th article is classified as World      ,actually is  World     
Correct !!! 5995  th article is classified as Business   ,actually is  Business  
Correct !!! 5996  th article is classified as Business   ,actually is  Business  
Correct !!! 5997  th article is classified as Business   ,actually is  Business  
Correct !!! 5998  th article is classified as Sports     ,actually is  Sports    
Correct !!! 5999  th article is classified as Business   ,actually is  Business  
Correct !!! 6000  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6001  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6002  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 6003  th article is classified as World      ,actually is  World     
Correct !!! 6004  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6005  th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 6006  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6007  th article is classified as World      ,actually is  Business  
Correct !!! 6008  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6009  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6010  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6011  th article is classified as Business   ,actually is  Business  
Correct !!! 6012  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6013  th article is classified as World      ,actually is  World     
Correct !!! 6014  th article is classified as Business   ,actually is  Business  
Correct !!! 6015  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6016  th article is classified as Business   ,actually is  Business  
Correct !!! 6017  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6018  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6019  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6020  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6021  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6022  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6023  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 6024  th article is classified as Business   ,actually is  Business  
Correct !!! 6025  th article is classified as Business   ,actually is  Business  
Correct !!! 6026  th article is classified as Business   ,actually is  Business  
Correct !!! 6027  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6028  th article is classified as Business   ,actually is  Business  
Correct !!! 6029  th article is classified as Business   ,actually is  Business  
Correct !!! 6030  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6031  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6032  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6033  th article is classified as World      ,actually is  World     
